,Date,Ticker,Open,High,Low,Close,Volume
0,2018-01-01,RELIANCE.NS,409.2130659016349,409.2130659016349,402.4719526443566,403.4698181152344,9453202.0
1,2018-01-02,RELIANCE.NS,404.9111706793294,407.8160706027342,401.9840966253257,404.0906982421875,9499419.0
2,2018-01-03,RELIANCE.NS,410.23305204358815,410.6765641978381,404.93328755488886,405.70941162109375,13507800.0
3,2018-01-04,RELIANCE.NS,407.1951644220413,408.813935162073,406.10860242016406,408.148681640625,9008932.0
4,2018-01-05,RELIANCE.NS,408.8139509217142,411.07577153485664,408.1265232432172,409.4570007324219,7441284.0
5,2018-01-08,RELIANCE.NS,410.72096364863074,412.8940876209005,409.56787927181296,411.8075256347656,8827020.0
6,2018-01-09,RELIANCE.NS,411.6301294327682,418.6151881380871,409.7896469006533,417.306884765625,14294571.0
7,2018-01-10,RELIANCE.NS,418.2160591253273,420.1674419456809,414.8898505199447,417.92779541015625,11727682.0
8,2018-01-11,RELIANCE.NS,417.6838295147043,418.060819343794,414.6680589068925,415.8876953125,7849171.0
9,2018-01-12,RELIANCE.NS,418.2159984686232,422.56224611768937,416.1093970302507,420.876953125,15071161.0
10,2018-01-15,RELIANCE.NS,421.32047124384815,425.09016199435393,419.1916956467455,420.9434814453125,11120925.0
11,2018-01-16,RELIANCE.NS,420.30043313766,420.30043313766,408.0156103518424,409.3239135742188,10825151.0
12,2018-01-17,RELIANCE.NS,410.6766366028158,412.00711409018425,402.25020023619726,410.0113830566406,13204016.0
13,2018-01-18,RELIANCE.NS,412.007105647764,412.2731952187889,405.84251962246645,407.8825988769531,9381821.0
14,2018-01-19,RELIANCE.NS,409.34610610952126,414.4019557984737,408.9469717676224,413.0271301269531,9973533.0
15,2018-01-22,RELIANCE.NS,420.43351422457147,432.0974327977707,416.8855644458542,430.8556518554688,45700733.0
16,2018-01-23,RELIANCE.NS,432.4078910695175,439.481616345957,432.4078910695175,436.0667114257813,22526810.0
17,2018-01-24,RELIANCE.NS,435.40149623259526,435.40149623259526,426.9307407756454,428.5716857910156,14289485.0
18,2018-01-25,RELIANCE.NS,429.259066093506,431.0774040934973,424.04799714595697,428.3721008300781,13669901.0
19,2018-01-29,RELIANCE.NS,428.50514025500365,433.4279158253268,425.4450213195419,427.7511901855469,9897064.0
20,2018-01-30,RELIANCE.NS,428.3277337503415,428.3277337503415,420.8769890250043,421.4978942871094,9182956.0
21,2018-01-31,RELIANCE.NS,421.3204992134328,427.75117468971007,417.5729527381982,426.3320007324219,12551686.0
22,2018-02-01,RELIANCE.NS,427.1968471774321,431.3434986467221,415.377679646174,418.593017578125,16524809.0
23,2018-02-02,RELIANCE.NS,414.6680473385717,418.6373350663167,399.589224325159,401.0749206542969,28965593.0
24,2018-02-05,RELIANCE.NS,396.4847709996124,404.6894363015321,391.07413501593584,400.0992431640625,19191099.0
25,2018-02-06,RELIANCE.NS,388.9453252435408,398.2587258855065,386.28434094370255,395.64208984375,24062503.0
26,2018-02-07,RELIANCE.NS,400.27664144190334,401.54059643569394,394.7107572753318,396.6621398925781,15532284.0
27,2018-02-08,RELIANCE.NS,398.2144165929329,403.86896807654455,395.7529992136113,401.1636352539063,13825894.0
28,2018-02-09,RELIANCE.NS,394.2673209177958,400.0327433221432,392.93681377411474,398.1922607421875,11580639.0
29,2018-02-12,RELIANCE.NS,400.4762470149035,407.21736069825727,400.0549089065799,406.0199279785156,11877059.0
30,2018-02-14,RELIANCE.NS,409.3460982903514,417.9942753111196,408.4591034980947,414.0693359375,22247829.0
31,2018-02-15,RELIANCE.NS,415.84332413500135,419.4356219464307,411.63009148459,414.9563293457031,13363743.0
32,2018-02-16,RELIANCE.NS,416.70816373800847,418.03867087945537,407.1730204508815,408.59222412109375,9628162.0
33,2018-02-19,RELIANCE.NS,408.4590719808984,413.3375281593929,405.1550380982956,411.12005615234375,8941900.0
34,2018-02-20,RELIANCE.NS,412.0070793679354,412.2509947924835,407.4834385291272,408.5034484863281,8458450.0
35,2018-02-21,RELIANCE.NS,412.4505866988952,413.5593228456004,408.9691593429379,412.1623229980469,11917390.0
36,2018-02-22,RELIANCE.NS,408.9026409718764,412.8941029812628,408.0156461247926,409.9448547363281,11196908.0
37,2018-02-23,RELIANCE.NS,410.4105398488758,415.9985988901588,409.23528121689526,414.3354797363281,10610664.0
38,2018-02-26,RELIANCE.NS,416.4420963139004,419.0587328666804,415.3777083070881,416.3090515136719,8435611.0
39,2018-02-27,RELIANCE.NS,416.4420383378154,423.8927533482302,416.1537746441184,421.542236328125,14021366.0
40,2018-02-28,RELIANCE.NS,419.5243102682801,424.4692890991404,418.30470355869073,423.33837890625,56650480.0
41,2018-03-01,RELIANCE.NS,421.20969313446136,425.71116073695686,419.52439974777104,420.6109619140625,8956590.0
42,2018-03-05,RELIANCE.NS,418.2160116169969,421.3870009386092,408.72521778157744,409.8339538574219,12325694.0
43,2018-03-06,RELIANCE.NS,412.0070876125589,415.2002511400238,401.4075574475722,403.9576416015625,16019726.0
44,2018-03-07,RELIANCE.NS,403.24800018480335,403.24800018480335,393.84590356654974,394.599853515625,15853546.0
45,2018-03-08,RELIANCE.NS,398.1034869725736,405.5764054792869,396.1743080945426,404.2237243652344,13283967.0
46,2018-03-09,RELIANCE.NS,405.753803650887,407.72736041802426,404.0463364420208,404.95550537109375,10638527.0
47,2018-03-12,RELIANCE.NS,408.01565911940486,413.8254592700964,406.92909705824286,412.5836486816406,8315150.0
48,2018-03-13,RELIANCE.NS,413.2932312596325,415.111569189153,408.61437125645455,413.2710571289063,11148731.0
49,2018-03-14,RELIANCE.NS,411.9183651970733,413.3597131580672,407.6608140947757,412.02923583984375,14724464.0
50,2018-03-15,RELIANCE.NS,410.2331154705453,412.2066723299004,403.5806985730424,404.37896728515625,12711836.0
51,2018-03-16,RELIANCE.NS,403.1371657567025,403.4476331783128,392.95897375235376,399.16790771484375,30814962.0
52,2018-03-19,RELIANCE.NS,399.5892073259202,402.2058137894999,395.5977456377677,397.1499938964844,12630833.0
53,2018-03-20,RELIANCE.NS,396.1743492716441,400.91973191389707,393.40249397169487,394.6221008300781,15192983.0
54,2018-03-21,RELIANCE.NS,396.8617355559941,400.1879440540117,396.1743374881591,397.7709045410156,14715126.0
55,2018-03-22,RELIANCE.NS,397.3717615936067,404.4455165349802,397.2608909398997,402.7602233886719,22129723.0
56,2018-03-23,RELIANCE.NS,394.9768778072951,399.14573292427326,394.31165386627634,396.4404296875,23469999.0
57,2018-03-26,RELIANCE.NS,396.46258598165065,401.0527493880917,395.8195065959501,399.6335754394531,13227705.0
58,2018-03-27,RELIANCE.NS,402.3388964550956,403.9132892705213,397.8152259663807,399.0570068359375,15179544.0
59,2018-03-28,RELIANCE.NS,397.2830355362106,397.3052096653036,390.27580350798615,391.4732360839844,19160609.0
60,2018-04-02,RELIANCE.NS,396.0412476166819,399.5670527628602,393.1585514607251,396.0190734863281,12494499.0
61,2018-04-03,RELIANCE.NS,395.1543017015521,399.89968424895096,392.6041877713765,398.9461669921875,13922126.0
62,2018-04-04,RELIANCE.NS,401.2301592877847,404.3789747475074,395.6199560436594,396.8839111328125,14214534.0
63,2018-04-05,RELIANCE.NS,401.4075535021422,403.5806774256553,400.6979517457981,402.7823791503906,8527915.0
64,2018-04-06,RELIANCE.NS,402.693722917562,407.3504090466722,401.3632453956709,404.0242004394531,9664888.0
65,2018-04-09,RELIANCE.NS,404.7115936047103,407.57214519694816,404.7115936047103,406.24163818359375,7813897.0
66,2018-04-10,RELIANCE.NS,407.3060073923331,409.74525040187257,405.4211768187972,406.7073059082031,8455132.0
67,2018-04-11,RELIANCE.NS,408.8139093699611,413.67016207371336,406.2637957027815,412.8275451660156,13140816.0
68,2018-04-12,RELIANCE.NS,412.384089513023,415.3998603057926,409.8783533656031,411.87408447265625,10822592.0
69,2018-04-13,RELIANCE.NS,413.6479816225568,417.6394432284577,411.8740217126952,416.37548828125,12616816.0
70,2018-04-16,RELIANCE.NS,414.4241251155822,416.88554234364585,411.7853444537146,415.57720947265625,8934275.0
71,2018-04-17,RELIANCE.NS,416.8855550427153,420.0787186530312,415.1115653908795,418.7703857421875,9599816.0
72,2018-04-18,RELIANCE.NS,419.2139342103007,420.5222376293028,414.6902631674209,415.9985961914063,7360987.0
73,2018-04-19,RELIANCE.NS,416.4863751042869,419.1030112205718,414.668037261189,417.9055786132813,9802587.0
74,2018-04-20,RELIANCE.NS,415.9985791866941,417.7060169198396,408.5478637561978,411.5192565917969,7326696.0
75,2018-04-23,RELIANCE.NS,412.4505877438023,418.8147409393088,411.7853638170824,415.111572265625,7674482.0
